,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr
Aditya Birla Idea Payments Bank Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1332.08,,-35.3,,-32.15,-6.71,-6.71,-1342.97,-35.32,,,,,,,,-2809.67,,-119.22,-4.59,-77.54,-5.96,-5.96,-3121.15,-119.54,,,,,,,,-627.2,,-152.58,,-84.76,-2.91,-2.91,-631.88,-151.84,,,,,,,
Ahmedabad Mercantile Cooperative Bank Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.42,,18.66,,,,,26.3,19.95,,,,,,,,28.43,,18.48,0.72,10.78,,,28.33,18.32,,,,,,,,30.26,,15.63,0.67,8.34,,,29.16,14.83,,,,,,,,23.71,,10.07,0.54,5.12,,,21.94,9.11,,,,,,,43.24,27.89,,11.99,2.18,5.85,,,26.65,11.25,,,,2.52,43.24,8.47,37.29,26.19,,13.03,3.01,5.98,,,36.91,18.15,,,,1.63,37.29,9.68,29.24,27.18,,15.23,3.16,6.54,,,38.65,21.56,,,,0.97,29.24,6.67,23.53,24.91,,15.85,2.91,6.41,,,34.98,22.26,,,,3.08,23.53,6.88,19.73
Airtel Payments Bank Ltd.,,,,,,,,,,,,,,,,,-1661.54,,-2.16,,,-10.72,-10.72,-3085.71,-2.16,,,,,,,,-2439.01,,-44.39,,-1678.26,-31.59,-31.59,-5222.35,-44.39,,,,,,,,-332.13,,-74.53,,-388.48,-6.31,-6.31,-1494.51,-73.53,,,,,,,,-249.4,,-106.27,,-339.68,-5.9,-5.9,-2180,-105.73,,,,,,,,3.68,,4.46,,9.41,0.16,0.16,-700.42,-67.31,,,,,,,,-39.28,,-34.59,,-23.54,-1.02,-1.02,-117.67,-68.59,,,,,,,,-257.19,,-244.33,-49.96,-66.99,-4.33,-4.33,-257.74,-244.23,,,,,,,,-170.02,,-272.63,-29.12,-75.25,-2.72,-2.72,-169.35,-271.44,,,,,,,,-133.15,,-338.82,-31.55,-531.57,-3.37,-3.37,-129.89,-330.51,,,,,,,,-98.44,,-464.5,-36.44,,-4.62,-4.62,-98.44,-466.97,,,,,,,,-69.14,,-434.37,-29.06,,-4.32,-4.32,-67.99,-427.14,,,,,,,,0.95,,9.02,0.5,,0.04,0.04,1.36,12.9,,,,,,,,1.68,,21.64,0.87,5.69,0.09,0.09,2.16,27.89,,,,,,,,1.88,,34.51,0.99,7.43,0.14,0.14,2.56,47.09,,,,,,,
Allahabad Bank [Merged],14.1,,541.79,1.2,36.32,15.63,15.63,19.65,747.11,,1.28,,351.39,1418.46,485.58,1284.27,14.67,,706.13,1.42,26.95,16.06,,16.66,709.71,,0.84,,337.65,1284.27,438.09,1183.83,12.71,,750.14,1.26,20.68,16.79,16.79,17.67,954.43,2.61,1.07,,569.6,1183.83,659.84,1093.59,13.34,,974.74,1.32,24.57,21.82,21.82,19.66,1430.44,2,0.8,,619.22,1093.59,702.3,1010.51,8.83,,768.6,0.9,16.49,17.21,17.21,17.4,1508.82,1.81,0.72,,846.06,1010.51,778.32,1078.25,11.31,,1206.33,1.16,21.4,27.01,27.01,24.13,2427.25,1.69,0.66,,1238.15,1078.25,1094.6,1221.8,11.41,,1423.11,1.11,22.01,31.85,31.85,21.3,2584.96,1.74,0.79,,1747.07,1221.8,1320.95,1647.92,10.94,,1866.79,1.02,22.99,39.18,39.18,19.76,3328.33,1.83,0.98,,2232.06,1647.92,1821,2058.98,5.84,,1185.21,0.64,11.89,23.7,23.7,16.8,3269.43,3.92,3.19,,5891.89,2058.98,2813.88,5136.99,5.5,,1172.02,0.57,11.06,22.89,22.89,15.26,3102.46,5.73,4.15,,6021.22,5136.99,3090.17,8068.04,2.74,,620.9,0.29,5.36,11.39,11.39,19.6,4272.73,5.46,3.99,,5021.31,8068.04,4731.38,8357.97,-7.79,,-743.31,-0.33,-13.65,-12.68,-12.68,18.15,3753.04,9.76,6.76,,12924.81,8357.97,5898.21,15384.57,-3.6,-743.31,-313.52,-0.13,-6.08,-4.36,-4.36,16.37,3293.72,13.09,8.92,,11417,15384.57,6113.74,20687.83,-32.57,-313.52,-4674.37,-1.96,-59.18,-59.63,-59.63,9.79,1809.99,15.96,8.04,,12903.28,20687.83,7028.32,26562.79,-49.19,-4674.36,-8333.96,-3.48,-84.6,-65.34,-65.34,7.04,1277.19,17.55,5.22,,10726.32,26562.79,8584.33,28704.78
American Express Bank Ltd.,11.19,,38.57,,53.73,,,29.22,99.4,,,,,,,,21.56,,80.35,,55.24,,,42.03,155.81,,,,,,,,25.38,,100.82,,42.18,,,39.55,159.42,,,,,,,,8.09,,35.29,,11.46,,,18.91,83.09,,,,,,,,8.76,,40.78,1.6,11.84,,,23.43,110.1,,,,,,,,13.33,,68.15,2.11,14.99,,,23.94,107.69,,,,,,,,1.63,,8.17,0.25,2.23,,,12.18,56.22,,,,,,,,4.94,,27.7,1.02,8.99,,,15.17,67.22,,4.32,,64.35,62.63,61.38,65.6,-3.69,,-22.55,-0.62,-8.03,,,15.29,78.79,,6.2,,143.2,65.6,41.2,167.6,-0.82,,9.5,0.27,-1.78,,,22.19,113.93,,7.56,,111.56,167.6,33.69,245.47,-5.14,,-28.44,-0.9,-10.84,,,19.26,99.64,,8.69,,305.37,245.47,291.05,259.79,-4.46,,-23.57,-0.69,-9.74,,,17.21,89.81,,5.68,,400.67,259.79,425.67,234.79,3.08,,16.62,0.55,6.1,,,9.44,49,,0.99,,275.13,234.79,485.62,24.3,9.27,,52.94,1.45,15.24,,,18.39,103.5,,0.58,,2.56,24.3,6.42,20.44,2.11,,51.72,1.28,3.19,,,19.66,123.91,,0.77,,22.11,20.44,20.9,21.64
American Express Banking Corpn.,,,,,,,,,,,,,,,,,1.19,,0.62,0.05,,,,12.67,3.8,,,,12.74,,,12.74,-26.44,,-104.86,-7.92,-37.69,,,-21.62,-81.01,,,,84.3,12.74,51.79,45.25,-19.56,,-50.32,-4.24,-21.03,,,-0.23,-0.82,,1.59,,42.96,37.85,63.43,17.38,-3.87,,26.09,1.67,-4.36,,,-6.17,-26.41,,1.5,,26.31,17.38,23.43,20.26,-1.61,,4.01,0.2,-1.91,,,-6.04,-32.09,,1.19,,21.69,20.26,18.53,23.42,-12.96,,-72.74,-3.23,-16.2,,,-14.39,-86.46,,1.87,,68.1,23.42,46.91,44.61,-15.03,,-91.48,-3.46,-22.37,,,-8.77,-61.7,,0.52,,171.97,44.61,197.06,19.52,-11.29,,-72.59,-2.22,-17.78,,,-8.94,-73.23,0.87,0.65,,83.95,19.52,83.24,20.23,-5.03,,-25.13,-0.64,-8.46,,,2.46,24.63,1.65,0.83,,172.06,20.23,142.66,49.63,3.62,,49.03,96,6.9,,,9.06,116.44,1.32,0.56,,209.57,49.63,211.69,47.51,4.38,,81.21,1.27,8.2,,,10.35,185.07,1.65,0.76,,265.4,47.51,228.06,84.85,1.24,,28.23,0.36,2.08,,,9.1,198.1,,2.03,,707.38,84.85,592.64,199.59,-1.7,,5.63,0.07,-2.74,,,4.66,110.42,1.99,0.92,,1252.45,199.59,1371.92,80.12,-20.37,,-296.69,-4.18,-18.61,,,-3.43,-47.87,7.55,1.3,,404.98,80.12,231.79,253.31
American Express Intl. Banking Corpn.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.22,,0.62,0.05,,,,12.7,3.81,,,,,12.74,,12.74
Andhra Bank [Merged],17.13,,520.1,1.59,31.96,13,13,20.02,569.53,,0.28,,150.24,615.37,324.68,440.93,15.45,,485.5,1.38,20.51,11.78,11.78,15.41,455.9,,0.24,,153.26,440.93,157.28,436.91,12.34,,475.08,1.31,15.66,11.09,11.09,17.34,622.63,1.41,0.17,,243.66,436.91,283.56,397.01,11.85,,575.57,1.16,17.96,11.87,11.87,17.15,788.54,1.07,0.15,,201.52,397.01,226.1,372.43,10.59,,653.05,1.09,18.91,13.46,13.46,13.84,811.54,0.83,0.18,,201.32,372.43,205.61,368.14,14.16,,1045.85,1.39,25.93,21.56,21.56,21.08,1476.97,0.86,0.17,,399.9,368.14,280.17,487.87,14.36,,1267.07,1.36,25.38,26.05,26.05,23.31,2043.36,1.38,0.38,,794.68,487.87,286.91,995.64,10.99,,1344.67,1.19,20.5,24.03,24.03,20.01,2359.54,2.12,0.91,,1287.31,995.64,484.94,1798.01,9.23,,1289.13,0.99,16.86,23.04,23.04,16.19,2182.7,3.71,2.45,,2741.67,1798.01,825.19,3714.49,2.78,,435.58,0.29,5.17,7.67,7.67,13.31,2005.86,5.29,3.11,,2832.35,3714.49,689.24,5857.6,3.04,,638.44,0.38,6.06,10.82,10.82,15.78,2730.41,5.31,2.93,,3424.25,5857.6,2405.31,6876.54,1.15,,539.84,0.28,2.25,8.6,8.6,16.91,3116.69,8.39,4.61,,6332.04,6876.54,1764.95,11443.63,0.3,539.84,174.33,0.08,0.59,2.56,2.56,16.95,3294.53,12.25,7.57,,9521.47,11443.63,3295.12,17669.98,-19.48,174.33,-3412.53,-1.46,-38.92,-38.94,-38.94,16.13,3109.96,17.09,8.48,,13864.23,17669.98,3409.85,28124.36,-13.34,-3412.53,-2786.13,-1.09,-25.46,-19.01,-19.01,16.17,3209.86,16.21,5.73,,5274.94,28124.36,4425.33,28973.97
Andhra Pradesh Grameena Vikas Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.26,,159,10.21,,,,23.52,244.18,4.06,3,,76.06,281.05,89.66,267.45,14.8,,180.53,1.66,19.75,,,20.47,240.6,4.43,3.27,,160.5,267.45,78.13,349.82,15,,201.61,1.63,18.78,,,24.8,331.68,3.3,2.47,,143.07,349.82,193.86,299.03,14.09,,223.47,1.41,18.03,,,20.39,334.22,2.38,1.4,,79.48,299.03,126.52,252,17.99,,351.99,1.82,22.38,,,27.94,545.22,1.69,0.72,,123.59,252,165.85,209.74,21.61,,503.01,2.24,25.08,,,35.45,821.78,1.36,0.2,,305.26,209.74,319.36,195.64,3.96,,112.04,0.44,4.54,,,35.18,922.11,1.14,0.34,,293.46,195.64,300.01,189.1,20.49,,618.18,2.21,22.96,,,37.86,1096.92,1.03,,,426.91,189.1,417.51,198.5,29.27,,1008.38,2.99,28.82,,,38.31,1276.92,1.06,,,767.78,198.5,730.74,235.54,22.65,,813.83,2.32,17.64,,,38.05,1304.96,1.74,,,2330.13,235.54,2149.71,,26.71,,1046.67,2.85,18.14,,,39.13,1375.92,2.6,0.4,,1559.71,415.95,1270.4,
Andhra Pragathi Grameena Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antwerp Diamond Bank N V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.28,,0.89,0.36,,,,20.52,2.46,,,,,,,,24.83,,5.91,1.18,4.99,,,44.63,10.42,,,,,,,,20.62,,6.68,1,5.35,,,36.33,11.48,,,,,,,,17.1,,7.83,1.21,5.93,,,30.22,13.57,,,,,,,,21.25,,10.57,1.7,7.32,,,36.26,17.35,,,,,,,,22.19,,10.71,1.63,6.13,,,38.52,18.28,,,,,,,,25.21,,15.57,1.64,7.38,,,48.6,29.32,,3.35,,26.41,,,26.41,-6.17,,-1.89,-0.25,-1.41,,,61.37,29.85,,14.32,,73.18,26.41,,99.59,-36.53,,-14.41,-1.72,-6.89,,,50.03,19.31,,3.04,,0.04,99.59,,99.63,22.31,,13.73,1.2,6.57,,,43.27,25.83,,1.96,,,99.63,0,99.63,16.69,,14.25,1.31,6.09,,,50.89,40.39,,,,,99.63,49.37,50.27,24.83,,26.63,2.72,7.67,,,48.3,35.45,6.87,6.87,,,50.27,0,5.02,-15.78,,-10.89,-1.47,-4.53,,,26.06,16.68,1.54,1.54,,,50.27,44.65,5.62
Apex Co-Operative Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.93,,22.67,,,,,20.59,22.07,,,,,,,,27.72,,27.1,,25.54,,,26.13,24.98,,,,,,,
Apna Co-Operative Urban Bank Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apna Sahakari Bank Ltd.,17.56,,15.16,1.35,10.31,,,20.57,18.67,,,,7.23,76.91,5.23,78.92,12,,15.63,1.33,7.3,,,14.62,15.32,,,,6.07,78.92,4.51,80.48,13.88,,16.34,1.11,9.25,,,17.5,22.83,,,,12.54,80.48,11.68,81.34,10.8,,17.58,0.99,7.73,,,13.2,21.4,,,,44.16,81.34,8.99,116.51,-8.37,,-17.01,0.62,-7.09,6.81,6.81,4.21,8.33,6.29,1.47,,27.91,116.51,69.67,74.74,-2.62,,-5.11,0.87,-2.63,5.85,5.85,3.44,7.91,4.32,1.75,,38.58,74.74,49.7,63.62,6.77,,21,0.83,7.78,5.62,5.62,6.82,18.87,4.69,2.39,,43.6,63.62,25.85,81.38,5.08,,17.81,0.59,6.2,4.28,4.28,7.38,22.99,4.91,2.73,,39.51,81.38,21.47,99.42,6.37,,24.72,0.3,8.11,2.52,2.52,6.97,23.75,9.47,6.78,,117.88,99.42,13.35,203.95,16.6,,33.59,0.48,19.68,3.93,3.93,11.23,35.88,2.8,1.04,,158.35,203.95,303.39,58.9,6.64,,24.49,0.51,7.84,1.88,1.88,3.06,9.46,,,,152.02,58.9,63.05,147.87,2.81,,10.49,,3.52,,,-1.58,-5.32,,,,195.25,147.87,11.55,331.57,15.62,,56.37,,18.18,,,4.47,14.95,,,,166.62,331.57,34.04,464.15,7.6,,25.97,0.18,7.4,1.83,1.83,3.91,11.56,,,,61.76,497.47,86.58,472.65,-10.01,,-27.7,,-8.24,,,0.04,0.1,,,,,,,
Australia & New Zealand Banking Group Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-587.21,,-12.86,,,,,-545.21,-11.94,,,,,,,,0.54,,0.89,0.05,0.16,,,-13.64,-18.46,0,,,0,,,0,0.75,,4.3,0.1,0.32,,,-3.77,-11.43,1.17,,,28.08,0,0,28.08,10.75,,50.54,0.94,3.63,,,3.69,11.8,2.79,,,0,28.08,9.55,18.53,13.85,,56.46,1.11,4.7,,,11.37,39.72,,,,,18.53,18.53,,9.77,,47.56,0.85,3.39,,,6.72,25.36,,,,,0,0,,9.29,,37.09,0.67,2.74,,,12.11,43.24,,,,,,,,14.41,,58.2,0.89,4.26,,,19.03,71.32,,,,,,,,3.35,58.2,15.2,0.21,1.11,,,27.21,124.47,4.25,,,99.97,,,99.97,1.89,,84.71,1.02,0.68,,,32.05,165.37,0.76,,,,99.97,74.97,25,22.94,,125.66,1.35,5.23,,,41.76,199.94,1.15,,,,25,,25,11.94,,52.19,0.51,1.9,,,21.19,92.64,0.92,,,,25,,25,14.37,,128.66,0.77,3.67,,,27.7,199.53,,,,,25,25,
Axis Bank Ltd.,15.17,,2514.53,1.67,17.83,65.78,64.31,32.97,5086.93,1.25,0.4,,1800.7,897.77,1380.47,1318,15.77,,3388.49,1.68,17.52,82.95,81.61,30.78,5990.05,1.11,0.29,,1448.31,1318,1166.89,1599.42,14.43,,4242.21,1.68,18.71,102.94,102.2,26,7040.58,1.06,0.27,,1841.94,1599.42,1635.06,1806.3,14.61,,5179.43,1.7,17.55,119.67,118.85,27.19,9127.11,1.2,0.36,,2023.36,1806.3,1436.24,2393.42,15.61,,6217.67,1.78,16.64,26.51,26.45,29.64,11256.73,1.29,0.44,,2547.63,2393.42,1794.64,3146.41,16.24,,7357.82,1.83,17.15,31.18,30.85,30.14,13161.89,1.36,0.44,,2854.39,3146.41,1890.61,4110.19,14.93,,8223.66,1.72,15.32,34.59,34.4,31.48,15783.05,1.71,0.74,,7344.56,4110.19,5367.24,6087.51,6.22,8223.66,3679.28,0.65,6.4,15.4,15.34,30.57,17123.93,5.21,2.27,,21781.79,6087.51,6588.82,21280.48,-1.42,3679.28,275.68,0.04,-1.35,1.13,1.12,27.46,15577.55,6.79,3.64,,33419,21280.48,20450.84,34248.64,4.24,,4676.61,0.63,4.32,18.2,18.09,25.39,16812.3,5.31,2.2,,13871.09,34248.64,18330.29,29789.44,0.06,,1627.22,0.2,0.06,5.99,5.97,28.11,21461.05,4.52,1.62,,19915.01,29789.44,19470.63,30233.82,6.92,,6588.5,0.7,5.71,22.15,22.09,28.57,21893.96,3.54,1.06,,17246.6,30233.82,22165.58,25314.84,12.83,,13025.48,1.21,9.78,42.48,42.35,29.54,24258.82,2.57,0.67,,20109.75,25314.84,23602.27,21822.32,5.6,,9579.68,0.8,4.74,31.17,31.02,19.01,19278.16,1.98,0.41,,14645.03,21822.32,,18604.23,16.55,,24861.43,1.83,15.78,80.67,80.1,27.94,36710.45,1.47,0.34,,14430.56,18604.23,,15127.12
B N P Paribas,18.97,,169.97,2.13,12.97,,,45.4,424.41,2,0.86,,41.37,33.76,0,75.13,21.86,,180.41,2.05,10.92,,,43.9,358.89,,,,,68.33,0.21,68.12,17.35,,187.99,2,8.77,,,36.45,334.63,,,,,68.12,56.84,11.28,8.34,,81.37,0.73,4.32,,,15.46,152.89,,0.07,,16.44,11.28,0.27,27.45,15.44,,187.42,1.7,8.72,,,30.57,351.42,,0,,0,27.45,11.2,16.25,12.78,,195.14,1.17,6.96,,,22.9,329.49,0.13,,,0,16.25,0,16.25,12.32,,298.21,1.31,7.37,,,25.77,512.31,0.09,,,4.15,16.25,8.23,12.17,13.82,,340.38,1.26,8.93,,,26.02,610.01,0.06,,,,12.17,0.09,12.08,13.03,,354.98,1.01,7.79,,,23.29,610.4,6.9,,,,12.08,5.18,6.9,15.35,,386.12,1.1,6.97,,,27.71,687.79,0.04,0,,,6.9,,6.9,13.51,,414.03,1.15,5.42,,,23.09,582.06,0.05,0,,,6.9,,6.9,7.75,,187.75,0.49,2.74,,,16.81,423.68,0.05,0,,,6.9,,6.9,21.34,,558.61,1.57,6.77,,,45.74,1142.23,0.06,,,,6.9,,6.9,12.49,,512.13,1.17,3.76,,,30.52,889.77,0.07,,,,6.9,,6.9,13.32,,473.4,0.95,3.91,,,26.16,866.59,0.05,,,,6.12,,6.12
Banares State Bank Ltd. [Merged],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,,0.04,,,,,3.52,1.15,,,,,,,,-50.21,,-15.4,,,,,-18.47,-5.63,,,,,,,,-38.47,,-13.06,,,,,-20.98,-7.08,,,,,,,,-21,,-9.95,,-152.61,,,-16.3,-6.66,,,,,,,,-44.33,,-17.81,,-160.44,,,-8.25,-4.3,,,,,,,,0.92,,1.45,,11.31,,,-1.22,-0.84,,,,,,,,-5.51,,1,0.14,-58.27,,,3.92,3.44,,16.85,,,,,,-4.95,,-5.31,-0.57,,,,-1.83,-1.97,,24.7,,,,,,-11.34,,-13.38,-1.19,,,,-8.85,-10.3,,23.7,,9.54,87.26,13.42,83.38
Bandhan Bank Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.3,,0.58,,,0.01,0.01,,-5.64,,,,,,,,15.9,,275.25,1.88,14.35,3.4,3.4,26.86,464.34,0.15,0.08,,18.77,,,18.77,25.74,275.25,1111.95,4.46,28.58,10.15,10.15,40.5,1721.7,0.51,0.36,,103.37,18.77,35.88,86.26,24.35,,1345.56,4.03,19.4,12.26,12.26,42.2,2280.65,1.25,0.58,,351.58,86.26,64.7,373.14,25.2,,1951.5,4.25,18.96,16.03,16.01,48.1,3668.29,2.04,0.58,,763.86,373.14,317.44,819.56,24.3,,3023.74,4.18,22.91,18.78,18.76,43.01,5273.5,1.48,0.58,,926.01,934,867.23,992.78,11.08,,2205.46,2.13,9.94,13.7,13.69,45.4,6540.25,6.81,3.51,,6887.84,992.78,2122.86,5757.76,0.64,,125.79,0.1,0.62,0.78,0.78,44.01,6822.92,6.46,1.66,,9430.27,5757.76,8808.03,6380,-0.99,,2194.64,1.5,-0.99,13.62,13.62,34.3,5984.74,4.87,1.17,,9662.69,6380,10744.07,5298.62,10.03,,2229.56,1.39,10.26,13.84,13.84,31.26,6561.92,3.84,1.11,,5681.68,5298.62,6195.42,4784.88
Bank Muscat Al Ahli Al Omani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-33.22,,-1.01,,,,,-35.45,-1.06,,,,,,,
Bank Muscat S A O G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.16,,2.12,2.34,,,,8.23,2.12,,0.81,,0.36,0.73,,1.09,2.36,,0.66,,1.41,,,13.51,3.65,,1.1,,1.92,1.09,0.01,3,-2.92,,0.39,,-1.79,,,10.7,2.98,,6.95,,13.2,3,0.24,15.96
