,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr,CMIE Expr
Jammu & Kashmir Bank Ltd.,14.81,,,,,,14.81,,,,,,,13.3,,,,,,13.3,,,,,,,12.53,,,,,,12.53,,,,,,,21.3,,12.83,,,,12.83,,,12.83,,,,,,,,12.69,,12.69,,,,,,,,,,,12.57,,12.57,,,,,,,,,,,11.81,,11.81,,,,,,,,,,,10.8,,10.8,,,,,,,,,,,11.42,,11.42,,,,,,,,,,,12.46,,12.46,,,,,,,,,,,11.4,,11.4,,,,,,,,,,,12.2,8402.27,12.2,8402.27,,,,,,,,,,13.23,9583.57,13.23,9583.57,,,13.22,1.51,11.71,,,,,15.38,11901.78,15.38,11901.78,,,15.38,3.04,12.34,,,,,15.33,14265.38,15.33,14265.38,,,15.42,2.27,13.15
Jana Small Finance Bank Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.9,,23.9,,,,,,,,,,,34.67,,34.67,,,,,,,,,,,18.81,,18.81,,,,,,,,,19.25,1476.93,19.25,,19.25,1476.93,7671.27,19.25,19.25,6.13,13.12,,,15.51,1418.83,15.51,,15.51,1418.83,9147.59,15.51,15.51,3.76,11.75,,,15.26,1467.32,15.26,,15.26,1467.32,9613.11,15.26,15.26,3.43,11.83,,,15.57,2040.95,15.57,,15.57,2040.95,13112.36,15.57,,,,,,20.31,3557.54,20.31,,20.31,3557.54,17517.59,20.31,,,
Janakalyan Sahakari Bank Ltd.,-2.57,-14.86,,,,,-2.57,-14.86,,,,,,7.44,45.76,,,,,7.44,45.76,,,,,,9.85,63.73,,,,,9.85,63.73,,,,,,11.7,93.89,,,,,11.7,93.89,,,,,,13.42,128.18,,,,,13.42,128.18,,,,,,12.93,134.83,,,,,12.93,134.83,,,,,,11.37,,,,,,11.37,,,,,,,13.63,,,,,,13.63,,,,,,,11.55,127.22,,,,,11.55,127.22,,,,,,9.23,100.96,,,,,9.23,100.96,,,,,,10.26,123.45,,,,,10.26,123.45,,,,,,10.9,126.87,,,,,10.9,126.87,,,,,,10.83,122.75,,,,,10.83,122.75,,,,,,10.08,96.69,,,,,10.08,96.69,,,,,,12.83,113.82,,,,,12.83,113.82,,,,,
Janaseva Sahakari Bank (Borivli) Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.38,19.71,,,,,14.38,19.71,,,,,,14,21.17,,,,,14,21.17,,,,,,13.71,48.62,,,,,13.71,48.62,,,,,,13.54,44.87,,,,,13.54,44.87,,,,,,12.78,48.21,,,,,12.78,48.21,,,,,,14.78,49.26,,,,,14.78,49.26,,,,,,12.8,40.9,,,,,12.8,40.9,,,,,,12.64,35.81,,,,,12.64,35.81,,,,,,14.39,39.3,,,,,14.39,39.3,,,,,
Janata Sahakari Bank Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.85,,,,,,-10.85,,,,,,,-10.56,-72.02,,,,,-10.56,-72.02,,,,,,-10.16,-70.22,,,,,-10.16,-70.22,,,,,,13.9,620.94,,,,,13.9,620.94,,,,,,12.97,591.52,,,,,12.97,591.52,,,,,,14.1,683.86,,,,,14.1,683.86,,,,,,13.83,675.76,,,,,13.83,675.76,,,,,,12.32,631.08,,,,,12.32,631.08,,,,,,12.61,629.24,,,,,12.61,629.24,,,,,,15.07,728.19,,,,,15.07,728.19,,,,,,13.72,704.06,,,,,13.72,704.06,,,,,,14.27,783.03,,,,,14.27,783.03,,,,,
K B C Bank N V.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,,,,,,95,,,,,,,23.01,,,,,,23.01,,,,,,,,,,,,,,,,,,,,96.75,,,,,,96.75,,,,,,
Kalupur Commercial Co-Op. Bank Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.9,,,,,,34.9,,,,,,,24.55,,,,,,24.55,,,,,,,42.11,,,,,,42.11,,,,,,,51.22,,,,,,51.22,,,,,,
Kalyan Janata Sahakari Bank Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.32,159.13,,,,,12.32,159.13,,,,,,12.95,190.86,,,,,12.95,190.86,,,,,,12.42,216.85,,,,,12.42,216.85,,,,,,12.16,225.03,,,,,12.16,225.03,,,,,,12.46,253.68,,,,,12.46,253.68,,,,,,12.51,251.64,,,,,12.51,251.64,,,,,,12.32,249.2,,,,,12.32,249.2,,,,,,11.75,239.82,,,,,11.75,239.82,,,,,,10.08,215.61,,,,,10.08,215.61,,,,,
Kapol Co-Op. Bank Ltd.,,29.95,,,,,,29.95,,,,,,,41.94,,,,,,41.94,,,,,,10.74,,,,,,10.74,,,,,,,10.38,,,,,,10.38,,,,,,,10.44,,,,,,10.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-91.42,,,,,,-91.42,,,,,,,-139.44,,,,,,-139.44,,,,,,,-221.51,,,,,,-221.51,,,,,,,-278.06,,,,,,-278.06,,,,,,,-347.68,,,,,,-347.68,,,,,,,-359.81,,,,,,-359.81,,,,,,
Karad Urban Co-Op. Bank Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.25,29.07,,,,,15.25,29.07,,,,,,13.01,28.13,,,,,13.01,28.13,,,,,,12.88,180.29,,,,,12.88,180.29,,,,,,15.61,216.29,,,,,15.61,216.29,,,,,,16.58,223.24,,,,,16.58,223.24,,,,,,,,,,,,,,,,,,,,,,,16.91,217.95,16.91,217.95,,,,,,,,,,17.11,243.99,17.11,243.99,,,,,
Karnataka Bank Ltd.,11.85,,12.37,2250.62,,,12.37,2250.62,18195.47,12.37,,,,,,13.33,2858.04,,,13.33,2858.04,21442.34,13.33,,,,,,12.84,3049.07,,,12.84,3049.07,23743.14,12.84,,,,,,13.22,3547.66,,,13.22,3547.66,26838.33,13.22,,,,,,13.3,0,13.2,,13.2,,0,13.3,13.2,2.47,10.73,,,12.67,,12.41,,12.41,,,12.67,12.41,1.89,10.52,,,,,12.03,,12.03,,,,12.03,1.47,10.56,,,,,13.3,,13.3,,,,13.3,1.09,12.21,,,,,12.04,,12.04,,,,12.04,0.75,11.29,,,,,13.17,,13.17,,,,13.17,2,11.17,,,,,12.66,,12.66,,,,12.66,2,10.66,,,,,14.85,7387.04,14.85,7387.04,,,14.85,2.51,12.34,,,,,15.66,8118.54,15.66,8118.54,,,15.66,3.01,12.65,,,,,17.44,9312.53,17.44,9312.53,,,17.45,3.27,14.18,,,,,18,11253.13,18,11253.13,,,,,
Karur Vysya Bank Ltd.,12.48,,14.49,,,,14.49,,,14.49,,,,12.16,,14.41,2333.65,,,14.41,2333.65,,14.41,,,,11.64,,14.33,2922.84,,,14.33,2922.84,,14.33,,,,12.03,,14.41,3320.24,,,14.41,3320.24,,14.41,,,,0,,12.77,0,12.6,,12.6,,,12.77,12.6,0.98,11.62,,,14.63,,14.62,,14.62,,,14.63,14.62,1.06,13.56,,,12.26,,12.17,,12.17,,,12.26,12.17,0.91,11.26,,,,,12.54,,12.54,,,,12.54,0.69,11.85,,,,,14.43,,14.43,,,,14.43,0.51,13.92,,,,,16,,16,,,,16,1.72,14.28,,,,,17.17,,17.17,,,,17.17,1.9,15.27,,,,,18.98,,18.98,,,,18.98,2.03,16.95,,,,,19.21,,19.21,,,,19.46,1.97,17.49,,,,,18.56,9109.96,18.56,9109.96,,,18.56,1.77,16.79,,,,,16.67,10191.52,16.67,10191.52,,,16.67,1.21,15.46
Kerala Gramin Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kokan Mercantile Co-Op. Bank Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.08,,,,,,13.08,,,,,,,10.42,,,,,,10.42,,,,,,,11.02,,,,,,11.02,,,,,,,16.2,,,,,,16.2,,,,,,,17.28,,,,,,17.28,,,,,,,18.33,,,,,,18.33,,,,,,,18.04,,,,,,18.04,,,,,,,18.2,,,,,,18.2,,,,,,,15.76,,,,,,15.76,,,,,,,13.96,,,,,,13.96,,,,,,,13.94,,,,,,13.94,,,,,,
Kotak Mahindra Bank Ltd.,18.05,4808.59,,,,,18.05,4808.59,,,,,,18.73,7072.02,,,,,18.73,7072.02,,,,,,16.51,8384.59,,,,,16.51,8384.59,,,,,,15.16,9791.99,16.05,9791.99,,,16.05,9791.99,61028.23,16.05,,,,,,19.01,12569.54,18.83,,18.83,12569.54,66135.14,19.01,18.83,1.06,17.77,,,,,17.17,,17.17,,,,17.17,0.99,16.18,,,,,16.34,,16.34,,,,16.34,1.06,15.28,,,,,16.77,,16.77,,,,16.8,0.9,15.9,,,,,18.22,,18.22,,,,18.2,0.6,17.6,,,,,17.45,,17.45,,,,17.45,0.52,16.93,,,,,17.89,,17.89,,,,17.89,0.62,17.27,,,,,22.26,61933.32,22.26,61933.32,,,22.26,0.88,21.38,,,,,22.69,70587.45,22.69,70587.45,,,22.69,1.02,21.67,,,,,21.8,81353.69,21.8,81353.69,,,21.8,1.02,20.78,,,,,20.55,93948.47,20.55,93948.47,,,,,
Krishna Bhima Samruddhi Local Area Bank Ltd.,16.5,,,,,,16.5,,,,,,,15.98,,,,,,15.98,,,,,,,16.83,,,,,,16.83,,,,,,,19.12,,,,,,19.12,,,,,,,19.78,,,,,,19.78,,,,,,,25.09,,,,,,25.09,,,,,,,23.37,,,,,,23.37,,,,,,,22.8,,,,,,22.8,,,,,,,23.12,,,,,,23.12,,,,,,,24.35,,,,,,24.35,,,,,,,,,,,23.06,,23.06,,,,23.06,0.38,22.68,,,,,21.87,,21.87,,,,21.87,0.37,21.5,,,,,20.84,,20.84,,,,20.84,0.42,20.42,,,,,21.27,,21.27,,,,21.27,0.85,20.42,,,,,21.58,,21.58,,,,21.58,0.78,20.8
Krung Thai Bank Public Co. Ltd.,99.59,,,,,,99.59,,,,,,,133.53,,,,,,133.53,,,,,,,121.73,,,,,,121.73,,,,,,,109.03,,,,,,109.03,,,,,,,111.8,,80.93,40.43,,,80.93,40.43,,80.93,,,,65.71,,61.02,34.39,,,61.02,34.39,,61.02,,,,79.59,,71.18,41.89,,,71.18,41.89,,71.18,,,,81.61,,62.57,42.74,,,62.57,42.74,,62.57,,,,62.66,,54.57,43.81,,,54.57,43.81,,54.57,,,,,,,,50.52,,50.52,,,,50.52,1.25,49.27,,,,,43.4,,43.4,,,,43.4,0.87,42.53,,,,,41.61,,41.61,,,,41.61,1.22,40.39,,,,,43.98,,43.98,,,,43.98,1.24,42.74,,,,,40.92,,40.92,,,,40.92,1.12,39.8,,,,,72.13,,72.13,,,,72.13,1.25,70.88
Kunbi Sahakari Bank Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kurla Nagarik Sahakari Bank Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.54,,,,,,17.54,,,,,,,16.9,,,,,,16.9,,,,,,,14.55,,,,,,14.55,,,,,,,15.54,,,,,,15.54,,,,,,,15.99,,,,,,15.99,,,,,,,16.63,,,,,,16.63,,,,,,,18.2,,,,,,18.2,,,,,,,17.96,,,,,,17.96,,,,,,
Lakshmi Vilas Bank Ltd. [Merged],10.79,,,,,,10.79,,,,,,,12.43,,,,,,12.43,,,,,,,12.73,,,,,,12.73,,,,,,,10.09,,10.29,507.54,,,10.29,507.54,,10.29,,,,14.21,,14.82,885.43,,,14.82,885.43,,14.82,,,,12.09,,,974.96,,,12.09,974.96,,,,,,12.08,,,1263.96,,,12.08,1263.96,,,,,,10.43,,12.32,1199.29,,,12.32,1199.29,,12.32,,,,,,10.93,,10.9,,10.9,,,10.93,10.9,3.03,7.87,,,0,,11.34,,11.34,,,0,11.34,2.01,9.33,,,,,10.67,,10.67,,,,10.67,1.98,8.69,,,,,10.38,,10.38,,,,10.38,1.63,8.75,,,,,9.81,,9.81,,,,9.81,1.76,8.05,,,,,7.72,,7.72,,,,7.72,2,7.72,,,,,1.12,,1.12,,,,1.12,2,-0.88
Lord Krishna Bank Ltd. [Merged],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.85,,,,,,11.85,,,,,,,11.25,,,,,,11.25,,,,,,,12.9,,,,,,12.9,,,,,,,16.5,,,,,,16.5,,,,,,,12.82,,,,,,12.82,,,,,,,16.68,,,,,,16.68,,,,,,,11.74,177.44,,,,,11.74,177.44,,,,,,10.11,148.26,,,,,10.11,148.26,,,,,
M U F G Bank Ltd.,33.38,,,,,,33.38,,,,,,,30.71,,,,,,30.71,,,,,,,26.87,,,,,,26.87,,,,,,,29.51,,29.51,1113.66,,,29.51,1113.66,,29.51,,,,68.16,,68.16,2274.65,,,68.16,2274.65,,68.16,,,,58.67,,58.67,2828.06,,,58.67,2828.06,,58.67,,,,51.6,,51.6,3415.18,,,51.6,3415.18,,51.6,,,,44.53,,44.53,4210.23,,,44.53,4210.23,,44.53,,,,,,0,0,39.15,,39.15,,,0,39.15,7.54,31.61,,,,,25.35,,25.35,,,,25.35,3.41,21.94,,,,,20.71,,20.71,,,,23.02,0.38,22.64,,,,,23.02,,23.02,,,,23.02,0.38,22.64,,,,,23.82,,23.82,,,,23.82,0.29,23.53,,,,,21.27,,21.27,,,,21.27,0.65,20.62,,,,,19.68,,19.68,,,,19.68,0.94,18.74
Madhya Pradesh Rajya Sahakari Bank Maryadit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhyanchal Gramin Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.27,,,,,,3.27,,,,,,,5.07,,,,,,5.07,,,,,,,-9.66,,,,,,-9.66,,,,,,,-11.17,,,,,,-11.17,,,,,,,10.4,,,,,,10.4,,,,,,,11.6,,,,,,11.6,,,,,,
Mahakaushal Kshetriya Gramin Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mahanagar Co-Op. Bank Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.8,,,,,,10.8,,,,,,,12.6,,,,,,12.6,,,,,,,15.44,,,,,,15.44,,,,,,,16.04,,,,,,16.04,,,,,,,16.64,44.18,,,,,16.64,44.18,,,,,,14.35,44.96,,,,,14.35,44.96,,,,,,14.19,201.9,,,,,14.19,201.9,,,,,,14.41,213.05,,,,,14.41,213.05,,,,,,14.85,229.21,,,,,14.85,229.21,,,,,,16.32,224.5,,,,,16.32,224.5,,,,,,15.52,232.92,,,,,15.52,232.92,,,,,,15.34,225.37,,,,,15.34,225.37,,,,,
Maharashtra Gramin Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malad Sahakari Bank Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mandvi Co-Operative Bank Ltd. [Merged],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.77,,,,,,16.77,,,,,,,16.88,,,,,,16.88,,,,,,,16.81,,,,,,16.81,,,,,,,12.3,,,,,,12.3,,,,,,,12,,,,,,12,,,,,,
Mangal Co-Op. Bank Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mapusa Urban Co-Op. Bank Of Goa Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maratha Mandir Co-Op. Bank Ltd. [Merged],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maratha Sahakari Bank Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mashreqbank P S C,97.06,,,,,,97.06,,,,,,,161.63,,,,,,161.63,,,,,,,175.46,,76.8,71.02,,,76.8,71.02,,76.8,,,,127.36,,78.21,90.82,,,78.21,90.82,,78.21,,,,59.07,,,,,,59.07,,,,,,,,,55.37,97.85,,,55.37,97.85,,55.37,,,,0,,49.62,100.71,,,49.62,100.71,,49.62,,,,0,,0,0,34.17,,34.17,,,0,34.17,1.03,33.14,,,,,37.36,,37.36,,,,37.36,1.25,36.11,,,,,45.38,,45.38,,,,45.38,0.73,44.65,,,,,43.26,,43.26,,,,,,,,,,,37.27,,37.27,,,,37.27,0.88,36.39,,,,,77.2,,77.2,,,,77.2,0.87,76.33,,,,,160.66,1168.97,160.66,1168.97,,,,,,,,,,69.51,1188.88,69.51,1188.88,,,,,
Memon Co-Op. Bank Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mizuho Bank Ltd.,40.83,752.36,38.98,752.36,,,38.98,752.36,1930.18,38.98,,,,95.29,3187.73,87.25,3187.72,,,87.25,3187.72,3653.45,87.25,,,,60.27,,60.27,3270.54,,,60.27,3270.54,5426.33,60.27,,,,48.11,,48.11,3484.7,,,48.11,3484.7,0,48.11,,,,,,34.98,3662.67,34.98,,34.98,3662.67,,34.98,,,,,,31.55,3865.78,31.55,,31.55,3865.78,,31.55,,,,,,,,25.8,,25.8,,,,25.8,,25.37,,,,,30.37,,30.37,,,,30.37,,29.97,,,,,28.8,,28.8,,,,28.8,,28.39,,,,,24.45,,24.45,,,,24.45,,23.93,,,,,19.42,,19.42,,,,19.42,,18.84,,,,,20.21,,20.21,,,,20.21,,19.58,,,,,18.64,,18.64,,,,,,,,,,,18.21,,18.21,,,,,,,,,,,23.37,,23.37,,,,,,
Model Co-Op. Bank Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.75,,,,,,13.75,,,,,,,16.37,,,,,,16.37,,,,,,,16.07,,,,,,16.07,,,,,,,15.56,,,,,,15.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.39,,,,,,10.39,,,,,,,11.12,,,,,,11.12,,,,,,
Mogaveera Co-Op. Bank Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morgan Guaranty Trust Co. Of New York [Merged],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413,,,,,,413,,,,,,,89,,,,,,89,,,,,,,79,,,,,,79,,,,,,
Mumbai District Central Co-Op. Bank Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
