,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone,Annual Finance Standalone
Airtel Payments Bank Ltd.,,,,,,,,,,,,,,0.07,0.13,,,-2.16,,,,,2.29,2.29,100,100,0.85,1.82,,,-44.39,,,,,45.79,45.79,99.09,99.09,4.92,22.44,,,-73.53,,,,,92.47,92.47,95.36,95.36,4.69,42.61,0.1,,-105.73,,,,,143.07,144.59,96.1,97.12,3.38,121.36,72.31,,-67.31,,,,,112.74,112.77,96.44,96.47,14.47,92.29,32.81,,-68.59,,,,,108.69,109.02,85.66,85.92,26.39,95,0.24,-49.88,-244.23,,,,,330.98,334.05,97.54,98.44,48.13,160.35,0.07,-28.99,-271.44,,,,,398.83,426.31,92.11,98.46,55.71,254.46,,-30.78,-330.51,,,,,529.34,575.55,89.22,97.01,71.6,476.83,,-36.63,-466.97,,,,,874.98,929.83,92.95,98.78,58.1,628.2,,-28.45,-427.14,,,,,991.86,1041.81,93.35,98.05,54.15,945.68,,61,12.9,,,,,834.03,910.08,89.04,97.16,96.13,1291.22,,1.13,27.89,,,,,1174.18,1206.25,92.49,95.01,165.11,1836.23,,1.36,47.09,,,,,1597.44,1641.79,88.66,91.12
Allahabad Bank [Merged],3185.59,3841.46,38.78,2.64,747.11,,3.21,5,3.35,898.88,3023.13,27.24,91.62,3767.25,4437.88,112.67,2.05,709.71,,3,4.97,3.17,997.3,3387.94,26.72,90.79,4883.87,5467.54,3.7,1.84,954.43,,2.59,5.67,2.97,979.7,4296.6,20.77,91.08,6279.67,7305.92,28.69,2,1430.44,,2.6,6.67,261,1104.44,5690.38,17.44,89.88,7456.03,8707.57,34.8,2.24,1508.82,,2.95,6.62,2.88,1343.13,7021.22,16.92,88.44,8481.52,10326.89,224.31,2.44,2427.25,,2.69,5.97,2.94,1555.14,7460.64,17.05,81.8,11098.03,12476.56,338.78,2.37,2584.96,,3.34,5.83,3.38,2271.93,9407.51,20.55,85.11,15584.54,17063.65,221,2.36,3328.33,,3.5,7.07,3.48,2468.29,13234.1,16.24,87.08,17490.38,19784.52,291.57,1.82,3269.43,,2.77,7.51,2.81,2735.67,15918.07,14.71,85.58,18808.05,21115.39,780.27,1.94,3102.46,,9.14,7.24,2.75,3225.22,16933.32,16.17,84.91,19777.64,22097.46,276.43,2.09,4272.73,,16.32,,3.1,3465.44,17225.11,16.14,80.2,18943.83,21835.18,263.8,1.86,3753.04,,-4.52,,2.65,3589.02,16758.15,15.9,74.22,17716.9,20868.37,327.23,1.66,3293.72,,,,2.54,3907.84,16659.42,18.45,78.65,16457.14,21013.35,885.06,1.44,1809.99,,,5.33,2.2,3843.54,16440.55,14.96,64,16949.14,20266.81,1024.05,1.15,1277.19,,,5.1,2.58,4305.89,16646.12,15.06,58.2
American Express Bank Ltd.,239.69,344.5,4.32,,99.4,,,,,81.82,236.7,26.74,77.37,211.16,372.32,1.54,,155.81,,,,,68.51,212.72,23.46,72.86,159.89,403.94,0.87,,159.42,,,,,81.85,237.75,27,78.43,257.6,439.87,0.57,,83.09,,,,,85.65,349.35,21.17,86.35,349.99,471.01,1.11,4.55,110.1,,,,,94.07,353.83,21.87,82.24,326.61,461.7,3.48,3.62,107.69,,,,,110.87,333.69,28.17,84.79,345.28,463.14,0.29,1.79,56.22,,,,,139.4,395.33,30.64,86.89,157.15,452.99,2.95,2.7,67.22,,,,,167.87,364.58,39.47,85.73,169.45,520.23,4.96,2.13,78.79,,,,,210.3,421.93,38.74,77.73,180.66,530.62,3.44,4.34,113.93,,,,,175.84,382.06,33.74,73.32,213.44,520.46,2.83,3.4,99.64,,,,,193.92,410.31,35.33,74.75,227.84,526.58,4.71,3.24,89.81,,,,,226.08,410.83,41.09,74.68,226.35,526.42,6.91,2.66,49,,,,,273.66,451.78,53.68,88.62,259.23,563.86,0.38,3.17,103.5,,,,,280.55,438.78,54.91,85.88,289.14,670.8,2.24,4.29,123.91,,,,,320.91,487.77,51.84,78.79
American Express Banking Corpn.,,,,,,,,,,,,,,5.12,33.11,2.88,0.56,3.8,,,,,19.52,24.16,60.08,74.36,77.38,415.07,36.42,-3.37,-81.01,,,,,341.81,422.98,65.74,81.35,63.82,401.96,25.13,2.06,-0.82,,,,,290.79,322.93,64.29,71.4,62.2,503.89,31.79,0.36,-26.41,,,,,388.75,426.87,81.36,89.34,78.3,596.38,51.49,0.96,-32.09,,,,,465.67,546.33,78.61,92.23,88.59,667.94,54.69,-1.41,-86.46,,,,,362.23,671.2,48.91,90.62,105.43,781.51,55.4,-0.24,-61.7,,,,,434.8,748.23,49.81,85.71,146.08,891.17,46.84,-0.81,-73.23,,,,,533.15,875.06,55.32,90.8,203.95,1076.12,47.54,1.83,24.63,,,,,582.19,963.6,52.87,87.5,272.8,1354.65,69.5,3.62,116.44,,,,,769.5,1157.21,58.94,88.63,363.37,1852.81,64.14,3.89,185.07,,,,,936.06,1591.55,52.84,89.84,518.73,2260.95,83.49,3.54,198.1,,,,,1107.73,1968.01,49.61,88.14,687.3,2518.97,99.04,2.43,110.42,,,,,1271.22,2249.53,50.58,89.5,601.63,1481.93,81.97,0.48,-47.87,,,,,766.35,1431.91,43.09,80.51
American Express Intl. Banking Corpn.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.12,33.09,2.87,0.56,3.81,,,,,19.52,24.15,60.12,74.38
Andhra Bank [Merged],2281.96,3035.31,190.39,3.52,569.53,,,4.86,3.58,769.45,2148.89,30.59,85.44,2675.12,3139.51,180.94,2.18,455.9,,,4.86,3.32,793.14,2364.58,29.88,89.09,3315.33,3838.89,246.61,2.27,622.63,,,5.32,3.2,877.48,2836.88,26.09,84.34,4209.56,4854.82,255.99,2.12,788.54,,,6.58,2.86,847.77,3748.72,19.81,87.6,5374.61,6157.68,293.36,2.15,811.54,,,6.96,3.03,1023.31,4969.85,18.59,90.28,6372.87,7379.56,372.92,2.41,1476.97,,,6.1,3.21,1248.27,5426.4,19.71,85.67,8291.27,9188.5,421.3,2.6,2043.36,,,5.9,3.8,1417.81,6488.62,17.9,81.91,11338.73,12201.3,406.75,2.49,2359.54,,,7.51,3.67,1586.33,9210.76,14.61,84.84,12909.69,13967.25,486.62,2.12,2182.7,,,7.87,3.21,1827.01,11087.08,14.41,87.45,14297.31,15630.6,564.67,1.82,2005.86,,,7.81,2.76,2126.74,12875.38,14,84.73,16368.6,17990.21,595.69,1.94,2730.41,,,7.73,3,2525.8,14356.37,14.56,82.74,17634.67,19518.47,770.62,2.08,3116.69,,,7.18,3.18,2781.86,15168.26,14.66,79.92,18027.42,20448.18,903.69,2.04,3294.53,,,6.43,3.07,3300.38,15985.45,16.28,78.85,17974.53,21049.08,1189.61,2.3,3109.96,,,5.57,3.31,3167.4,15977.68,12.95,65.32,18932.22,21215.92,1324.46,1.97,3209.86,,,5.53,3.31,3598.83,16510.4,14.99,68.79
Andhra Pradesh Grameena Vikas Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,965.33,1041.82,3.65,2.3,244.18,,,7.49,2.67,195.69,786.09,22.17,89.04,1102.63,1183.99,2.36,2.26,240.6,,,7.7,1.55,221.62,925.14,22.09,92.2,1243.86,1343.96,6.64,2.75,331.68,,,7.83,2.14,219.51,1001.84,19.22,87.7,1484.7,1646.53,6.67,2.15,334.22,,,7.62,2.98,327.52,1296.04,23.02,91.07,1760.88,1958.07,6.44,2.85,545.22,,,6.89,3.86,287.9,1396.84,17.93,86.97,2026.97,2325.13,6.01,3.68,821.78,,,6.3,4.15,308.59,1487.37,16.94,81.63,2369.38,2664.21,36.06,3.75,922.11,,,5.88,4.36,366.52,1689.45,14.36,66.2,2603.51,3014.05,116.1,4.35,1096.92,,,5.98,4.73,399.36,1789.83,16.67,74.7,2995.18,3448.97,115.66,4.55,1276.92,,,,,562.44,2044.72,23.05,83.78,3048.7,3468.98,2.65,4.34,1304.96,,,4.7,5.21,656.97,2112.25,24.74,79.55,3183.3,3698.54,102.45,4.41,1375.92,,,4.79,5.23,652.91,2126.3,24.62,80.18
Andhra Pragathi Grameena Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antwerp Diamond Bank N V,,,,,,,,,,,,,,,,,,,,,,,,,,,10.77,12.23,0.24,1.2,2.46,,,,,5.6,8.68,49.38,76.54,15,23.8,0.45,2.97,10.42,,,,,5.83,11.81,32.59,66.01,16.08,32.39,0.79,2.31,11.48,,,,,6.33,18.84,24.62,73.28,36.98,45.79,0.89,1.97,13.57,,,,,6.48,30.56,17.07,80.51,41.49,48.89,0.81,2.94,17.35,,,,,5.22,29.92,13.62,78.08,40.59,48.27,0.81,2.9,18.28,,,,,5.89,28.82,15.68,76.73,48.36,61.74,1.4,3.24,29.32,,,,,8.37,30.88,18.13,66.88,34.3,50.73,0.92,4.06,29.85,,,,,10.62,18.63,20.18,35.4,28.67,39.52,0.9,2.42,19.31,,,,,11.71,19.05,21.71,35.32,43.67,61.53,1.84,2.42,25.83,,,,,13.8,33.6,28.87,70.29,57.23,82.03,1.99,3.85,40.39,,,,,17.34,38.77,25.58,57.2,63.55,83.2,1.86,4.57,35.45,,,,,18.27,36.96,32.3,65.33,59.76,76.02,8.18,3.21,16.68,,,,,26.91,45.47,30.96,52.32
Apex Co-Operative Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.84,108.17,0.92,,22.07,,,,,1.3,84.81,1.52,99.19,85.54,97.85,2.25,,24.98,,,,,1.53,70.27,2.16,99.32
Apna Co-Operative Urban Bank Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apna Sahakari Bank Ltd.,87.87,93.5,2.72,2.11,18.67,,,6.59,,19.01,69.39,24.27,88.58,103.97,111.97,3.19,1.44,15.32,,,6.91,,22.08,86.39,22.92,89.67,128.74,136.47,4.03,1.8,22.83,,,6.49,,28.3,104.18,23.56,86.72,160.08,171.67,4.49,1.69,21.4,,,7.3,,34.29,137.11,22.25,88.98,193.32,203.18,5.37,0.92,8.33,,,8.06,,40.48,178.95,18.38,81.27,224.01,238.31,7.17,1.87,7.91,,,7.94,,56.84,211.65,23.35,86.95,267.82,286.67,8.17,1.41,18.87,,,8.05,,60.74,247.21,22.86,93.05,302.07,321.06,8.03,1.14,22.99,,,7.93,,65.83,280.03,21.71,92.34,312.73,355.05,11.89,1.08,23.75,,,7.23,,74.82,307.58,22.65,93.11,307.33,334.92,13.87,1.53,35.88,,,6.12,,80.91,271.96,26.85,90.25,298.45,333.57,21.46,0.99,9.46,,,6.06,,93.61,292.07,30.29,94.5,324.25,355.08,17.73,0.32,-5.32,,,6.36,,106.63,335.26,30.94,97.29,309.92,360.83,26.36,0.76,14.95,,,5.97,,96.05,315.2,31.55,103.53,286.94,334.06,38.13,0.76,11.56,,,5.07,,100.59,279.75,32.65,90.8,251.77,295.42,36.44,,0.1,,,,,100.29,254.11,31.04,78.64
Australia & New Zealand Banking Group Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,2.19,2.19,,,-11.94,,,,,14.12,14.12,93.82,93.82,94.39,167.56,32.22,0.8,-18.46,,,,,101.99,145.42,61.19,87.25,281.27,359.3,54.48,1.05,-11.43,,,,,114.83,304.08,32.35,85.66,307.08,397.99,68.68,1.48,11.8,,,,,119.39,294.11,34.36,84.65,284.43,407.68,58.28,1.93,39.72,,,,,126.13,297.82,35.91,84.8,290.7,439.83,57.24,1.48,25.36,,,,,142.34,335.81,36.29,85.61,245.5,383.95,25.28,1.24,43.24,,,,,137.9,302.83,39.76,87.31,287.49,400.38,22.54,1.41,71.32,,,,,131.96,292.85,38.56,85.58,362.15,457.94,0.35,1.72,124.47,,,,,126.26,322.8,28.52,72.91,415.45,591.25,0.36,2,165.37,,,,,124.54,341.04,24.59,67.33,379.73,494.73,0.17,2.15,199.94,,,2.32,3.65,113,269.51,30.62,73.02,368.22,437.26,0.1,0.91,92.64,,,2.32,3.26,115.96,335.1,30.11,87.02,652.2,746.41,1.02,1.2,199.53,,,3.44,3.37,121.58,511.38,19.68,82.78
Axis Bank Ltd.,11638.01,15612.33,5.29,3.48,5086.93,,,5.2,3.75,3475.39,10108.92,26.53,77.18,15154.8,19794.26,7.84,3.17,5990.05,,,4.96,3.65,4490.12,13181.22,27.37,80.35,21994.65,27436.3,20.05,2.94,7040.58,,,6.47,3.59,5664.86,19701.46,24.42,84.94,27182.58,33857.6,15.92,3.05,9127.11,,,6.73,3.53,6562.5,24084.7,22.88,83.98,30641.15,38296.19,15.25,3.28,11256.73,,,6.43,3.81,7651.56,26361.65,23.85,82.18,35478.6,44023.49,108.26,3.33,13161.89,,,6.31,3.92,8798.07,30095.93,24,82.08,40988.04,50928.86,69.86,3.38,15783.05,,,6.01,3.9,9656.92,33902.12,22.61,79.39,44542.16,56250.9,43.55,3.11,17123.93,,,5.54,3.67,11691.1,38378.85,22.24,73,45780.31,57890.23,61.4,2.43,15577.55,,,4.89,3.44,13422.24,40585.47,23.3,70.44,54985.77,68158.67,48.24,2.55,16812.3,,,5.12,3.43,15123.68,48701.3,23.82,76.72,62635.16,78211.38,283.6,2.83,21461.05,,,5.23,3.51,16540.67,54105.62,21.6,70.65,63346.23,78217.13,301.88,2.74,21893.96,,,4.27,3.53,17426.99,53801.77,24.33,75.11,67376.82,85030.89,488.07,2.3,24258.82,,,3.68,3.47,22602.37,56846.98,31.39,78.95,85163.77,105788.58,519.26,1.65,19278.16,,,3.94,4.02,26204.05,69017.64,27.24,71.74,109368.63,134866.89,416.42,2.73,36710.45,,,4.86,4.07,33879.53,93353.69,30.8,84.86
B N P Paribas,636.6,943.83,8.48,5.18,424.41,,,,,187.63,504.15,24.25,65.15,584.96,826.61,9.02,4.52,358.89,,,,,231.77,452.32,35.87,70,646.1,956.59,11.87,4.02,334.63,,,,,270.81,574.96,35.23,74.81,842.4,1022.48,33.04,1.39,152.89,,,,,346.52,824.77,36.82,87.64,864.65,1195.02,41.63,3.18,351.42,,,,,383.45,786.15,38.06,78.02,1221.18,1488.11,43.74,2.26,329.49,,,,,399.34,1096.03,30.89,84.77,1689.91,2078.78,42.81,2.47,512.31,,,,,455.62,1459,25.59,81.94,1958.4,2410.01,56.6,2.46,610.01,,,,,486.44,1717.34,23.5,82.98,2335.41,2691.71,64.71,1.92,610.4,,,,,490.07,1998.17,20.97,85.51,2135.68,2536.73,54.17,2.09,687.79,,,,,527.8,1784.64,24.54,82.98,2293.88,2647.92,61.42,1.82,582.06,14855.37,,,,538.24,1929.8,24.09,86.39,2394.2,2629.68,59.71,1.07,423.68,14930.96,,,,676.03,2086.31,27.68,85.44,1970.94,2571.79,51.46,3.34,1142.23,,,3.15,3.96,582.74,1339.37,28.95,66.53,2095.67,3079.34,17.93,2.09,889.77,,,3,3.29,544.76,2011.21,21.22,78.34,2607.62,3356.77,13.79,1.76,866.59,,,4.6,2.82,619.58,2431.91,21.49,84.34
Banares State Bank Ltd. [Merged],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.09,32.84,0.17,,1.15,,,,,9.58,31.36,29.21,95.61,27.93,30.67,0.18,,-5.63,,,,,10.9,36.04,23.66,78.23,31.29,33.95,0.2,,-7.08,,,,,12.13,40.69,25.8,86.56,37.66,43.1,2.25,,-6.66,,,,,16.24,47.18,30.61,88.93,49.33,58.25,0.56,,-4.3,,,,,20.04,55.61,26.35,73.11,62.87,76.6,6.78,,-0.84,,,,,21.7,68.96,28.88,91.76,78.44,95.4,1.67,0.13,3.44,,,,,24.14,83.12,25.57,88.05,93.61,109.59,1.79,-0.06,-1.97,,,,,28.23,108.67,24.57,94.58,101.9,118.04,1.65,-0.7,-10.3,,,,,34.64,125.84,26.36,95.75
Bandhan Bank Ltd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.95,7.95,,-5.64,,,,,5.64,5.64,76.53,76.53,1581.37,1731.27,2.47,3.18,464.34,,,,10.44,580.16,1228.69,39.85,84.39,3908.71,4320.12,69.32,7.19,1721.7,,,,10.44,955.15,2462.25,29.77,76.75,4802.29,5512.45,104.4,7.27,2280.65,,,,9.69,1160.03,3037.5,27.84,72.9,6643.37,7744.18,117.6,8.16,3668.29,,,,10.43,1683.23,3880.07,29.06,66.98,10885.5,12443.9,181.78,7.53,5273.5,,,,8.12,2301.44,6907.87,24.43,73.33,12524.2,15216.7,227.31,6.63,6540.25,,,,7.78,2670.1,7761.53,20.52,59.65,13871.56,16712.07,1189.58,6.39,6822.92,98790.7,,,8.18,3413.51,8571.11,20.58,51.68,15904.7,20935.19,1107.07,4.86,5984.74,108827.12,,,7.21,4494.17,11321.75,23.98,60.41,18869.61,21183.98,77.43,4.15,6561.92,124574.05,,,7.35,5613.19,14190.26,29.61,74.87
Bank Muscat Al Ahli Al Omani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,3.04,0.05,,-1.06,,,,,2.87,3.53,70.86,87.16
Bank Muscat S A O G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.08,26.22,0.46,1.2,2.12,,,,,5.75,22.32,23.86,92.61,23.71,27.52,0.49,1.94,3.65,,,,,7.21,21.79,26.84,81.12,24.95,29.64,0.58,1.5,2.98,,,,,9.27,23.16,31.69,79.18
Bank Of America N A,606.91,1013.13,45.2,7.42,637.25,,,,,167.31,322.53,24.74,47.7,568.62,1088.25,31.53,5.34,595.28,,,,,236.42,452.51,32.04,61.33,725.29,1365.17,58.7,6.7,695.9,,,,,349.34,601.31,37.06,63.8,1113.12,1689,69.69,5.46,718.01,,,,,394.26,822.1,33.88,70.66,1335.17,1826.76,82.06,4.19,688.04,,,,,422.97,996.1,31.16,73.38,1476.58,2388.43,93.42,6.43,1115.61,,,,,538.86,1137.64,31.98,67.52,1613.65,2309.76,103.56,4.72,1008.83,,,,,526.07,1171.74,30.67,68.31,2024.9,2613.13,96.58,4.41,1118.01,,,,,564.95,1364.69,29.68,71.7,1825.34,2814.27,10,4.65,1428.51,,,,,612.48,1323.67,29.19,63.08,1978.65,2799.93,2.63,3.49,1200.27,,,,,654.27,1452.5,31.67,70.32,2320.06,3251.17,2.4,4.03,1583.66,,,,,705.64,1636.87,29.48,68.39,3646.29,4719.23,1.86,3.73,2236.54,,,,,763.78,2447.95,21.7,69.56,2621.63,3856.58,1.28,3.66,2175,,,,,812.46,1586.32,30.89,60.32,2325.87,3276.97,6.45,2.42,1596.58,,,1.26,3.43,867.05,1647.51,35.43,67.32,3729.15,4186.93,6.07,2.76,2140.46,,,1.85,4.53,952.12,2006.62,31.45,66.28
Bank Of Bahrain & Kuwait Bsc,48.39,86.99,4.67,4.01,26.25,,,,,15.7,40.66,22.56,58.44,41,62.23,0.04,1.26,5.76,,,,,15.12,43.22,25.28,72.25,52.15,62.93,,2.81,19.47,,,,,15.19,39.17,31.24,80.55,76.18,87.29,0.25,4.36,37.99,,,,,17.12,47.09,25.71,70.73,94.24,110.13,0.01,4.36,44.05,,,,,17.64,59.74,19.03,64.46,88.43,128.66,,3.12,31.71,,,,,17.37,68.53,14.63,57.74,106.96,142.72,0.01,3.01,39.52,,,,,25.89,81.14,20.62,64.61,112.07,176.89,,2.22,33.92,,,,,29.13,100.7,16.58,57.33,127.13,162.27,0.35,2.75,48.04,,,,,29.64,102.39,20.58,71.11,132.18,212.33,0.69,1.87,29.84,,,,,32.77,121.29,16.39,60.64,176.54,188.22,0.01,1.56,38.38,,,,,34.24,146.37,19.23,82.2,193.67,223.31,0.45,1.1,37.49,,,,,41.78,177.25,18.25,77.43,163.38,190.09,0.04,0.66,20.05,,,4.83,1.54,35.91,165.86,20.39,94.17,138.27,163.48,1.11,0.63,16.75,,,4.55,1.39,36.41,143.08,23.37,91.82,145.86,176.07,3.34,1.06,24.68,,,4.41,2.29,40.89,142.28,25.73,89.53
Bank Of Baroda,16698.35,20050.9,770.62,2.03,4530.33,,2.44,4.9,2.74,3594.72,14377.58,21.15,84.61,21885.91,24975.41,801.78,2.22,6155.99,,2.8,4.56,3.12,4035.81,17158.11,19.46,82.75,29673.72,33589.18,877.07,2.19,7441.42,,2.64,5.62,2.97,4541.15,24175.35,15.89,84.58,35196.66,38842.36,915.95,1.88,7833.55,,2.36,5.8,2.66,5305.12,29425,15.44,85.63,38939.71,43435.72,1201.57,1.61,7865.66,,2.08,5.38,2.36,6451.07,33654.53,16.59,86.53,42963.55,48039.74,870.06,1.53,8958.1,,2.03,5.18,2.31,7204.08,37223.1,16.14,83.38,44061.27,50905.53,1018.48,1.26,7428.48,,1.83,5.05,2.05,8446.8,40137.59,15,71.29,42199.94,49622.17,1468.59,1.63,9374.19,,2.01,4.78,2.19,8810.05,37589.44,18.26,77.92,43648.54,51375.65,1882.8,1.75,9284.96,,2.26,4.5,2.43,9310.29,38355.06,17.3,71.28,49770.61,56342.9,2453,1.96,10859.85,,2.71,4.68,2.72,10377.59,41944.49,18.56,75.02,75983.65,86895.53,3856.6,1.47,14049.2,,2.14,4.98,2.73,17212.73,66850.76,19.93,77.42,70495.06,84168.45,5192.63,1.6,15033.17,,2.18,4.01,2.71,19229.13,61998.09,23.07,74.39,69880.78,85278.32,5593.52,1.79,16232.29,,2.6,3.52,3.03,20326.73,59239.62,26.06,75.94,89588.54,101438.47,2758.25,1.96,19113.57,,3.01,3.89,3.31,22563.57,74217.68,25.84,84.99,112605.94,128267.76,3468.15,2,23579.58,,2.89,4.92,3.18,26631.98,94869.74,24.11,85.87
